influence.1.1		influence.1.2		influence.1.3		influence.1.4		influence.1.5		influence.1.6		influence.1.7		influence.1.8		influence.1.9		influence.2.1		influence.2.2		influence.2.3		influence.2.4		influence.2.5		influence.2.6		influence.2.7		influence.2.8		influence.2.9		influence.3.1		influence.3.2		influence.3.3		influence.3.4		influence.3.5		influence.3.6		influence.3.7		influence.3.8		influence.3.9		influence.4.1		influence.4.2		influence.4.3		influence.4.4		influence.4.5		influence.4.6		influence.4.7		influence.4.8		influence.4.9		influence.5.1		influence.5.2		influence.5.3		influence.5.4		influence.5.5		influence.5.6		influence.5.7		influence.5.8		influence.5.9		influence.6.1		influence.6.2		influence.6.3		influence.6.4		influence.6.5		influence.6.6		influence.6.7		influence.6.8		influence.6.9		influence.7.1		influence.7.2		influence.7.3		influence.7.4		influence.7.5		influence.7.6		influence.7.7		influence.7.8		influence.7.9		influence.8.1		influence.8.2		influence.8.3		influence.8.4		influence.8.5		influence.8.6		influence.8.7		influence.8.8		influence.8.9		influence.9.1		influence.9.2		influence.9.3		influence.9.4		influence.9.5		influence.9.6		influence.9.7		influence.9.8		influence.9.9		
0.000000000000000000e+00 4.837167495757511598e-09 1.426330030214289168e+00 2.384133154657133749e-10 2.079957474842611398e-02 9.134972843499225559e-02 9.079345582844883245e-02 2.274502341170269934e-02 7.535720134451127983e+00 1.455117704197706786e-03 0.000000000000000000e+00 2.924430019349817833e+00 1.674486385346932504e+00 2.584327149429770212e-05 4.492849095331516551e+00 2.163324746623092065e-10 9.164243647159208211e-07 4.093389498578772823e-06 4.045865030450979463e-04 6.234615456402774059e-06 0.000000000000000000e+00 1.510017481950335153e-02 1.409065840872328446e+00 9.079007176455155279e-08 8.046742765720217294e-01 7.110363199898803166e-02 2.965561952678664900e-06 1.936588175897623382e-08 4.504415100327746005e-18 1.885804631873401948e-04 0.000000000000000000e+00 2.413456129189418473e-02 1.564875237662987972e+00 3.520712265595940416e+00 3.786906583995284237e+00 8.542113354289466998e-02 4.432685950874108549e+00 4.510486515024984668e-06 7.986429137327513694e-02 2.882976370941374769e-05 0.000000000000000000e+00 5.678517859843300091e-07 1.378272682991369125e-01 3.341979123926393642e-12 5.899858916263468755e-04 4.980719803014311582e-09 6.068076106108551412e-13 2.163543936664807704e-04 2.140857032552672568e+00 7.197099274304355259e-04 0.000000000000000000e+00 1.169156305241917659e-01 6.505801549267987644e-10 1.260843875700454197e-01 3.685808365789038435e-03 1.006275145734799106e-02 5.525405623989552290e-02 8.219804852766484649e-01 2.850736661035163877e+00 4.756995801315184735e-01 0.000000000000000000e+00 6.723808503721515062e-02 6.157776928009176309e+00 1.678020862356536776e-03 1.659497619697888936e-04 4.888740332048142179e+00 4.173746211217970696e-08 6.870311141526488924e-13 6.236510683016230449e-08 1.452791586195889724e-02 0.000000000000000000e+00 1.471425632578064226e-02 1.341689179889973271e+00 7.852469289217580695e+00 7.992995043944799427e+00 1.014100249518728634e-04 3.108213316702186813e+00 4.370806970328427094e-06 6.007377537579035032e-01 2.601439901398235662e-03 0.000000000000000000e+00
0.000000000000000000e+00 8.651009766966923391e-09 1.543546129657482391e+00 2.333672702630395883e-10 2.248691180358079744e-02 2.699839718094293461e-01 2.103660164568134372e-02 1.948244061545990891e-02 7.764117382880279195e+00 6.104952842038661315e-04 0.000000000000000000e+00 3.703183453240912471e+00 1.027288103991250479e+00 2.556366644248877248e-05 4.035661049847374393e+00 1.252098731529599100e-10 2.671062160256017817e-07 5.258746516953963138e-06 1.201105329844958042e-03 3.629344456850347424e-06 0.000000000000000000e+00 4.057774024296457744e-04 1.344604240877241841e+00 7.789859015206787458e-07 2.529979876315582299e-01 7.095870562398287618e-02 3.094715587895528563e-05 1.397626430799026107e-07 2.276693976716141980e-18 2.477586388307452428e-04 0.000000000000000000e+00 2.512377905869312908e-02 8.875330840185233772e-01 7.848309211596338208e-01 4.037874713458752929e+00 6.728836270450232193e-02 3.578667032830578076e+00 9.928886938576489540e-06 6.052767046518251481e-01 4.314738738350375939e-05 0.000000000000000000e+00 3.853559279124788947e-07 1.819429507360949827e-01 9.300049609514972062e-13 8.652880346046588900e-03 7.959376214429685504e-09 2.570064637821889891e-12 1.271711283439851310e-04 3.852686588055840744e+00 7.829425989518424764e-03 0.000000000000000000e+00 1.537425433093349281e-01 1.273866980489290625e-09 3.571312657267196322e-02 7.164583955796152920e-04 1.523453410689502505e-02 5.226077262460025741e-02 1.966420635598743916e+00 2.991576709628684938e+00 2.053474004411809606e+00 0.000000000000000000e+00 1.206159731129697738e-01 2.271232002312546516e+00 9.991316832617669341e-04 1.704294762498146949e-04 7.957640741225851855e+00 4.790655203210355081e-08 2.888621583699364056e-13 3.186552898805250863e-08 1.438812540380410010e-01 0.000000000000000000e+00 4.207969961260780295e-02 1.082995170802998341e+00 4.715783291432139812e+00 6.986278559583626091e+00 3.109879460980193543e-04 7.052582705041963607e+00 4.198220654318323086e-05 4.832984119778267473e-01 2.740682020432027577e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.366134165476869417e-08 1.133078419572782769e+00 1.690956785423053117e-10 7.406875765238148113e-02 2.766266992997230001e-01 1.150542181627454627e-02 2.255675964241524254e-03 6.196880281121678102e+00 1.571706784723176818e-03 0.000000000000000000e+00 9.173392856556919384e+00 2.414807322557996350e-01 2.115913283369420743e-05 3.437992103823253931e+00 1.111098648933914870e-10 2.424628412309275562e-08 4.150703573607601364e-06 1.107770393011127874e-03 4.792277562006798683e-06 0.000000000000000000e+00 1.325355623015509745e-04 2.372844343474318496e+00 6.750402679005526751e-07 1.343698339659780139e-01 2.222359019994096796e-02 9.255587928749384652e-06 1.135441155517049255e-07 7.455114944476610770e-18 1.212752402472982316e-04 0.000000000000000000e+00 2.959158298266139839e-02 6.960177917033203432e-01 2.244543970263046528e-01 6.558959072064772799e-01 1.373436270725334196e-01 1.776175288309973510e+00 1.388982576629747888e-04 8.822984446404690262e-01 6.275761332767920784e-05 0.000000000000000000e+00 3.275017358089437632e-07 6.083081773356086713e-02 9.942936810474680801e-13 4.759938627858129219e-03 3.914992034054588818e-09 7.961808385260219525e-13 3.669604331657877407e-04 5.020895553660588817e+00 2.266929576856350353e-02 0.000000000000000000e+00 3.019494517469472825e-02 7.033618910348655242e-09 1.660057354501621660e-02 8.683543963834653313e-04 2.634902978526251077e-03 9.996718475653802727e-03 9.635841058447091045e-01 1.041421858418906332e+00 1.332201025886208923e+00 0.000000000000000000e+00 8.943437531343488567e-02 1.910977659123533900e+00 1.792523265157279239e-03 5.218221145521012225e-04 2.372620307072734747e+00 8.309693808291554531e-08 2.053768245627198743e-13 3.893581905870883023e-08 1.850309524695893104e-01 0.000000000000000000e+00 2.837747045297829909e-02 4.751423988438831514e-01 1.903931334111564899e+00 1.193542979810589877e+00 1.293204275179278290e-03 3.666903976815224731e+00 6.935338635038325886e-07 1.504585962689723999e-01 1.061387035782105137e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.674028656717655229e-08 1.559367306342860360e+00 7.127833326009869664e-10 1.102367088089652031e-01 3.375754089257408386e-01 7.568337092355050325e-03 8.948971659185791030e-03 5.388297653324545244e+00 1.696842896973521121e-03 0.000000000000000000e+00 8.495993922378225705e+00 1.993172084121234977e-01 2.247221573494924047e-05 1.014908843670512706e+00 2.865470241796092900e-10 2.578965930294986527e-08 3.528838149705569758e-06 6.465753983288112690e-04 8.718349520462591253e-07 0.000000000000000000e+00 8.334515507172012255e-05 4.298714079974397251e-03 2.448229848805989520e-06 2.031946307281200237e-01 6.460737700402625905e-03 6.104763996029357979e-05 5.466107692644321909e-08 3.383938695082133552e-18 5.604829108228968324e-05 0.000000000000000000e+00 3.656737027616305258e-02 1.343438642974696118e-01 1.362341776729167231e+00 2.434082221715070382e+00 2.405438741639234768e-02 1.982070344815604734e+00 2.491954066423521306e-04 3.729050564562907399e-01 1.144219209997693229e-04 0.000000000000000000e+00 9.603505544898880927e-06 2.748818878568386470e-01 2.550066190439787375e-11 5.490466968877490660e-03 9.029673902524232532e-10 6.035659821092369152e-13 8.914587186666039851e-05 8.165584905424291051e+00 6.607418535019003725e-02 0.000000000000000000e+00 2.408744124086293348e-01 7.284567482119159125e-09 2.093345373688600825e-02 9.132700673993271023e-04 2.268853427246204923e-03 4.047766617828486672e-03 1.175682240167696957e+00 7.572413003253130270e+00 2.997646672236277787e+00 0.000000000000000000e+00 5.749729387593839613e-02 1.614661167483493642e+00 9.176669786133355823e-04 7.061693463453369395e-03 3.065010501927863729e+00 6.307712976743627624e-08 3.774735149779900342e-13 1.303005460520284106e-08 3.354344403578370798e-03 0.000000000000000000e+00 4.578353137024385872e-02 3.310989472800903721e-01 3.796935700134789204e+00 4.341164868142666222e-01 1.422268660616477886e-04 7.071745348341486270e+00 2.131452469455479792e-06 4.940246349181376950e-01 1.518117939787916981e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.646885752709523420e-08 2.852961267378475441e+00 1.042252089720130857e-10 8.273953976400710841e-02 3.361006386484212127e-01 1.291757527538119413e-02 4.356738914174255323e-02 5.244426225400938613e+00 2.731037269136399760e-05 0.000000000000000000e+00 9.701554110983840573e+00 1.362536526850822438e-01 1.764174798101146829e-05 7.592114492052105534e-01 4.205854633109403491e-11 6.116874958531586455e-09 2.969447188543300453e-06 2.900100084530264765e-05 8.060595264924433899e-07 0.000000000000000000e+00 2.048961851612813080e-06 4.439261354749304486e-03 5.034670287224547322e-06 1.785936517173813409e-01 2.305070571385745004e-02 3.009023519604368371e-06 4.117563856054898870e-08 8.863133950281713860e-18 3.556980123643781796e-05 0.000000000000000000e+00 2.718289642924013455e-02 1.235428768304006192e-01 2.658264459057603446e+00 2.984880582170009511e+00 3.010908805240077816e-03 2.541668383565764966e-01 1.888860439481168543e-04 1.036906789003467777e-01 7.292903662256653916e-03 0.000000000000000000e+00 1.741945403134951168e-05 3.232482926915807298e-01 1.386930195181709378e-10 1.866877613288278961e-03 7.580178433492581554e-10 6.985995652931096560e-13 3.437464718709285736e-05 3.121510079100048518e+00 3.911172189980664793e-02 0.000000000000000000e+00 1.307077965953987952e+00 8.089875711378238310e-09 6.546799369423880743e-02 9.788044066452550145e-04 2.182959079841265918e-03 1.036546084584543314e-03 1.540539573095130121e+00 7.412563731021423408e+00 4.788231462866242794e+00 0.000000000000000000e+00 3.641600732558428200e-02 9.109105469063971672e-01 1.136562149239084014e-03 1.660258276817911174e-02 4.755027508530139002e+00 2.805371417972060435e-08 3.559174485163576192e-13 2.436536431665452604e-08 3.117906346427907777e-03 0.000000000000000000e+00 1.521621705095563964e-02 1.660340550121897074e-01 1.305693136447577229e+00 8.388897042183919572e-02 2.782206098518569441e-05 7.230625039893125106e+00 9.307539412950034338e-06 8.347994140232525284e-01 1.296770600628878389e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.990574758552648729e-07 2.932959276431029494e+00 6.452709703908081392e-11 2.049681756862311785e-02 1.854320811536409319e-01 5.623651685240540869e-04 1.982115081831374234e-02 4.753545174313308586e+00 4.784647912929811499e-05 0.000000000000000000e+00 1.650545328182516647e+00 1.559852014851904389e+00 1.685737430041675133e-06 1.288376729654717057e+00 3.977951795292056002e-11 5.321330932292166357e-09 2.167667515512399472e-06 7.197489905622620280e-06 6.671608829690099497e-07 0.000000000000000000e+00 2.523573591630339863e-05 1.036976755513950924e-02 6.685457263009946141e-06 7.347694816660045314e-01 4.017376702000275204e-03 6.225743554725777404e-06 2.079418450310034080e-08 1.384945231389178986e-17 6.380345964856860364e-04 0.000000000000000000e+00 5.911828647156527200e-02 2.199462967724422624e-01 1.209501278147332437e+00 6.452571083015059550e+00 4.834986698724441471e-03 1.315634701459393874e-01 2.214199286133524820e-05 5.511407011847151149e-02 9.008074615063053903e-03 0.000000000000000000e+00 4.350911479917528573e-05 7.922913960118455057e-01 1.476916973232622609e-10 7.631108348062375958e-04 9.393738522615566131e-11 4.576493630134363066e-12 7.536390895530195263e-05 3.865694167752686816e-01 9.377681002300101987e-02 0.000000000000000000e+00 3.755554933077079660e+00 3.810011799835295429e-09 5.989576026793169000e-02 8.083549149551761369e-04 8.584148749442251092e-03 1.604866835551707963e-02 3.499886823098072863e+00 7.764765152353113820e+00 7.204159419573489487e+00 0.000000000000000000e+00 1.755714902435476510e-01 1.033615555361827143e+00 2.786399041230828814e-03 3.491283992554570365e-02 6.451841515356134593e+00 1.663970557404371185e-08 9.227248363005181324e-13 3.177076493922401120e-08 5.353939893542146791e-03 0.000000000000000000e+00 1.039348241524590960e-02 7.051430120685808767e-01 9.086412672906278853e-01 3.459184827535147222e-02 2.303621327858447801e-05 8.179950927005299022e+00 1.233147042463408958e-05 2.922837870088086820e+00 7.703849407027789198e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.823602115928970143e-07 1.596559521355921607e+00 1.774921019242825017e-11 4.103340328506667745e-01 5.614202228450634324e-01 8.788481500507504696e-04 1.796589311339331571e-02 4.036855635902011130e+00 2.262071611614111183e-04 0.000000000000000000e+00 5.823056426369102034e+00 2.004537410906976014e+00 1.719218441595976691e-06 1.146994176286537215e+00 8.365638890421907804e-11 7.420114004223929933e-10 2.621237799190535313e-05 1.786876412076173693e-05 2.295203519973903043e-07 0.000000000000000000e+00 3.001996480326486048e-06 1.632919547185388183e-03 9.922313212962616442e-06 5.219923822617615894e-01 3.135349821029437961e-03 6.263464187069909910e-06 1.921705434526241163e-08 1.815906064809536987e-18 1.682220786369944317e-03 0.000000000000000000e+00 4.734560049028677109e-02 3.324651106827893332e-01 5.382542642047805082e-01 6.796263311278861075e+00 2.696541084818498361e-03 1.291033594846214827e-01 1.245376811143033354e-04 3.636436489499029756e-01 1.720625729255135811e-03 0.000000000000000000e+00 1.268970931719310823e-04 3.487303279250788535e-01 5.253131995668613532e-10 9.904648330741495227e-04 3.681988251539482827e-12 1.210197632482069567e-11 9.441182280540436425e-05 3.884966677138573798e-01 8.894110602286306455e-02 0.000000000000000000e+00 2.334164447615672877e+00 1.674708570929747389e-08 1.949062005419880533e-02 1.973894938122772082e-03 1.322269150456686637e-01 6.525953215875253356e-04 1.026764529356156697e+00 7.134643947116754426e+00 5.775458660764453356e+00 0.000000000000000000e+00 8.492686499114411591e-02 2.053127120662061156e+00 2.649007131908061828e-03 2.857057590681724366e-02 5.189222984586669973e+00 2.305218901488231354e-08 9.142158267094621665e-13 6.553064271454252492e-09 1.627632100916329280e-03 0.000000000000000000e+00 2.926199670907039113e-03 1.796337481040665596e+00 9.321953446676010113e-01 4.145401014906497372e-01 1.387004645301757596e-05 4.619711817055129011e+00 1.237941741164776015e-05 4.491337868489709173e+00 6.327991147883393452e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.370691865942848034e-07 1.743402545978514739e+00 7.573469800962078024e-12 8.952696024037788691e-02 2.717554979037970497e-01 7.891283930213151970e-03 6.254515466020453551e-02 5.020216815665608401e+00 1.112362529836063166e-04 0.000000000000000000e+00 1.890038499853549103e+00 1.937082876215311167e+00 2.349746138554353842e-06 5.414177168112231930e-01 2.096318509795067487e-10 4.021822825143314051e-10 3.276150739760706439e-05 3.913005875036491073e-05 3.175343925754005245e-10 0.000000000000000000e+00 2.188872654939490097e-05 3.601910494665751337e-03 1.025444654699346937e-05 2.740534169518298868e-01 8.250485572034725254e-03 3.121764100250789810e-05 2.052147213936316180e-08 2.310366130655919127e-18 2.407374439816676454e-03 0.000000000000000000e+00 1.217918241714874422e-01 1.360804370721451884e+00 5.597224893027659132e-01 5.653405623304721850e+00 1.948611237181146301e-03 1.659922520198865992e-01 8.235049040073597960e-05 4.058346778547354816e-01 7.521728509514967638e-03 0.000000000000000000e+00 7.452963979686892540e-04 5.641599338196624513e-01 2.894102786715120601e-09 2.451949072534569205e-03 5.436133087077013788e-12 8.824737175500652887e-12 7.145908767743407392e-05 2.253212643613053678e-01 3.814783750476189450e-01 0.000000000000000000e+00 6.522414855663669186e+00 2.812517105601665484e-08 6.165186857282278082e-02 1.606237554077715292e-03 1.808722586972792978e-01 2.702261974979906561e-04 9.584312212202756864e-01 6.298389003130918873e+00 6.078110084646025868e+00 0.000000000000000000e+00 3.016458953405681820e-01 1.652621048637912926e+00 4.777885576601145789e-04 9.311250613101687001e-01 5.249434092359160253e+00 2.427198432634704306e-08 8.619102138326598920e-13 2.574749680622751452e-09 1.811606137103794574e-03 0.000000000000000000e+00 7.312432023655767886e-04 4.360797472890589610e+00 7.224210929738702491e-01 2.560258252035324311e+00 1.553759750825513391e-05 3.135420496379730526e+00 3.974627216204845464e-07 4.389034621976743544e+00 5.784348301413344551e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.653880890787917633e-05 1.302438994507359338e+00 1.752446817573874630e-11 2.002458354562839937e-01 1.796445882709615915e+00 3.045649602245291757e-02 3.862079457429207826e-03 4.089362679940646700e-02 2.654036086377213242e-05 0.000000000000000000e+00 4.353383672211874611e+00 2.402088260354923399e+00 7.852064828012970257e-06 5.608823276550251036e-01 5.249488385198785126e-10 2.379585222494653083e-11 1.932175082833510673e-04 3.305319792788861418e-05 5.088581605423060319e-10 0.000000000000000000e+00 2.320483639615419943e-05 1.146573947568483784e-02 4.574561739719899502e-05 2.255799197822362101e-01 4.264521720882949972e-03 3.639841258441633813e-05 1.231580577720670027e-07 1.739160576985922570e-18 1.667085776011257431e-02 0.000000000000000000e+00 1.251140471227314699e-01 6.089560522818650012e-01 2.282319256546195552e-01 6.620522085656860511e+00 4.258330982994267683e-02 1.800566112430559695e-01 6.748886622663299991e-05 8.944879064368752353e+00 1.032571246210307056e-03 0.000000000000000000e+00 2.148029531391257470e-03 1.080220944134305139e+00 3.238765087692711845e-09 2.829446416426815991e-03 1.888218432551220928e-11 1.700238944539142855e-11 2.284031692115210717e-05 1.632169040731877227e-02 2.363140921234815894e-01 0.000000000000000000e+00 5.833635205783868294e+00 6.074786073925587033e-08 2.340839739483858983e-01 3.953543968644969908e-04 7.160685243739149664e-02 2.111343041146249773e-04 2.896041256890101501e+00 9.027628861342961386e+00 8.046274590394023818e+00 0.000000000000000000e+00 1.467445482089813624e-01 4.841730940358224267e-02 1.263914107385571560e-04 5.743477688008531423e-01 4.974495148576179027e+00 1.659023327315096191e-06 6.541158048171604552e-13 8.414282762892041707e-09 3.240511496502662507e-04 0.000000000000000000e+00 5.503920807130307721e-03 2.237914393148459080e+00 8.853160798475321336e-01 3.582811328080564905e+00 1.608378456050516321e-06 4.934448235116985160e+00 6.205161309151666009e-08 9.385395738218855755e+00 5.756092082613060157e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.703386542024770445e-05 1.279752215843214191e+00 1.529742167934398767e-11 8.254612506532718608e-02 3.602883681122968085e+00 2.456506406941860454e-01 1.687254459046261734e-03 4.288698433295865531e-01 2.320458628996841389e-05 0.000000000000000000e+00 2.233178418518199315e+00 5.504562338879674499e+00 7.831323224272806712e-06 2.184254026553036632e-01 1.782113946184917055e-09 6.579482162232842662e-12 1.425654726988079539e-04 3.834000637839619262e-05 1.866327747898547253e-10 0.000000000000000000e+00 1.068525655775262251e-05 6.261601897664518558e-03 3.547264643844865719e-05 1.210922410845442776e-02 8.169710995908656057e-04 6.762067954349039759e-04 7.509442319072391707e-08 1.475302091097840477e-17 2.534633855684129480e-02 0.000000000000000000e+00 1.347051645850606771e+00 2.004274933626635224e+00 4.447008045164174694e-01 2.715394317819381786e+00 1.424660977686792451e-02 3.286990510620016459e-01 1.629519288854118703e-06 8.815960974907543601e+00 7.558996558051239018e-03 0.000000000000000000e+00 7.151676552371589481e-03 1.264216726260246171e+00 1.478049000650421184e-09 3.410217454305137022e-03 3.877392688717379779e-13 3.172868624333796412e-11 1.886671947561680083e-04 1.584769099684787616e-02 4.674507713702653056e-01 0.000000000000000000e+00 6.971202225380233486e+00 1.047650201127626824e-07 6.291613799724793919e-03 2.953024869310891991e-04 2.053327337085391058e-01 1.139155293492679147e-03 7.290444188184353358e+00 5.889340511468683204e+00 9.959593795755779411e+00 0.000000000000000000e+00 5.339207879454600514e-01 2.363672485982660498e-01 1.990015513858452677e-04 4.494954238643033562e-01 2.437792614886735709e+00 2.516214880271867001e-06 1.212709392201030433e-12 9.773632816812277981e-09 1.530567323725812471e-04 0.000000000000000000e+00 3.775350511915223639e-02 6.527915420600123753e+00 1.855143349101030958e+00 7.915333316907656958e+00 2.050038550344736202e-06 9.854451189032580771e+00 6.661417718494723228e-08 4.684502220470935896e+00 8.132389322970963619e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.150617885685773954e-04 5.666538849864852789e-01 1.168905940382664650e-12 1.933910819846928683e-03 1.442060399438393148e+00 9.791341328286767842e-02 7.288690507765790039e-05 6.379770796169633718e-01 7.159657352642314102e-05 0.000000000000000000e+00 9.647275158693306985e-01 2.156891018060841603e+00 1.266597240908743552e-05 1.474410153623939568e+00 2.298078982595081056e-09 3.589321730252720163e-12 1.229901094337544436e-04 7.585003971775719037e-06 1.466635940741552501e-10 0.000000000000000000e+00 7.382875228566385097e-06 4.253396168755800566e-03 1.031409860924027114e-04 1.808630018179860355e-02 4.307867797614094727e-04 4.842151368957187444e-04 3.074475603004125762e-07 6.583818487064467910e-17 1.303895566651967208e-01 0.000000000000000000e+00 1.180423715902646636e-01 1.299851836170881070e+00 1.956482490470558000e-01 4.445447700030190852e+00 2.720911255164240594e-02 8.879006873577700576e-01 2.976006873191272127e-06 4.192234847598007796e+00 3.685007205579241257e-03 0.000000000000000000e+00 8.857804650867967533e-02 8.699745043429317759e-01 1.230478827867916363e-09 3.686336085561110407e-03 3.009515458446183900e-14 9.206183568640992637e-11 8.254282633959869999e-04 1.432036783588674575e-02 1.127287939093825631e-01 0.000000000000000000e+00 6.556400159147822926e+00 3.654621776663441443e-08 6.680866037845108706e-03 3.008455853242354206e-04 1.386951970477841647e-02 6.483863038143263804e-04 5.612619198374430018e-01 2.822570746390504759e+00 3.124847828725222598e+00 0.000000000000000000e+00 2.958822013069804524e-01 1.291842725388311908e-01 2.251400622300407303e-04 9.636934612178457149e-01 2.660843099830214165e+00 4.042263802051487759e-06 1.055408499246665639e-12 3.066483453044313719e-08 7.841806788569732835e-05 0.000000000000000000e+00 3.317141754150970678e-02 9.851779428127137805e+00 8.608704366241103356e-01 8.692833418506838328e+00 5.101236669902007225e-05 8.065370035962493578e-01 2.316290289009078076e-08 4.502838607121161907e+00 2.803606105811580207e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.052842960049200617e-05 9.199335179674320573e-01 8.161302745042437939e-13 6.407550152740004376e-03 4.298964951222618680e+00 1.939447166601241529e-02 6.902106747264939592e-06 1.986056171078441457e+00 2.718239050666735462e-04 0.000000000000000000e+00 1.148333212844384610e+00 1.139188358319168870e+00 7.173152122807571331e-06 3.326979629372361913e+00 4.078472768953394028e-09 7.115112256371547135e-13 7.447543064936807549e-05 2.525320462077786183e-05 1.680960011042323876e-10 0.000000000000000000e+00 1.839913865355743204e-06 1.420195878385116170e-02 4.474146659957464896e-05 1.586786580273202851e-02 4.825553156163242714e-04 2.158846300797824926e-04 3.425598445565106336e-07 1.089198530781927702e-16 1.472769265141940509e-01 0.000000000000000000e+00 6.768729480011969057e-01 7.458127154156780902e-02 1.445185751043027815e-02 6.832953826626714466e+00 6.331809003072841335e-04 3.383471920196142735e-01 5.166702625196557922e-06 6.404446587645825417e+00 2.769946832622504924e-03 0.000000000000000000e+00 1.145809904620418984e-01 8.515760301500984175e-01 1.198634651858273922e-09 2.637314939405606233e-03 3.557632237808618340e-15 7.845496628987564409e-11 1.926467643916863256e-03 1.912892745784468274e-02 7.063391121911294368e-01 0.000000000000000000e+00 3.250903041207199529e+00 3.710203389218610073e-08 1.629309337087420789e-02 1.300719964827424266e-04 2.004508697032911582e-02 8.075628086784931514e-04 1.373440316851503917e+00 2.519884390943526231e+00 4.205780442428329380e+00 0.000000000000000000e+00 4.102226754205658965e-01 1.707630353521486649e-02 1.127930286723173440e-04 1.602555055481825752e-01 2.930429601771485260e+00 1.447291102834371130e-05 3.664987523608405543e-13 4.652403011802085084e-09 5.130979377737636658e-06 0.000000000000000000e+00 4.857397681161135239e-02 8.823037569711813077e+00 3.047857400008630258e+00 4.097228185944054246e+00 2.096236194440787763e-04 6.557935500509380899e-01 9.982928329199797659e-09 1.116471072444298329e+00 7.453246559783996972e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.543160972716554060e-06 1.672239446701677013e+00 2.771300049167409133e-13 5.906376903421537740e-03 2.882435498782462524e+00 6.354223643533926658e-02 6.015360669350821126e-06 2.334240133342969870e+00 3.882801043877891190e-04 0.000000000000000000e+00 1.170852427351563918e+00 2.277290126171782614e-01 1.809378888534284474e-05 1.577791493912504839e+00 3.000074945726644632e-09 8.307298919904698834e-13 5.730162995059919786e-05 2.699334022031853878e-05 2.765602738632963526e-09 0.000000000000000000e+00 1.476575225555287689e-06 2.062040659138766538e-02 9.191717797766410839e-05 7.329723200846266495e-02 6.492366417878137866e-05 8.245447071584446203e-04 1.789973367767735699e-06 1.143665207160321620e-17 5.287149200484412281e-01 0.000000000000000000e+00 1.853880538435049852e+00 1.377417799820323807e-01 4.940893792451144656e-02 7.382831766686232200e+00 2.297504107284550293e-03 3.616708882995191554e-01 4.145977670567112047e-07 4.007021730294505701e+00 2.189498676356740198e-02 0.000000000000000000e+00 1.339776812435612419e-01 1.005037988817087724e+00 1.214848811176919680e-09 2.347898318706508405e-03 9.431214989254530742e-16 8.442531411186275772e-11 8.617224896858460045e-04 4.280819430809949290e-03 5.644414593281791293e-01 0.000000000000000000e+00 1.350675122828768115e+00 9.019652885502749107e-09 5.497084685621393164e-03 2.388642239077104316e-03 6.001812017448445065e-03 3.570249283953011443e-03 1.865309748907720833e+00 4.220657503313181458e+00 4.034823130084430609e+00 0.000000000000000000e+00 2.961160045529627194e-01 1.045947030633355285e-01 1.982388798173202737e-02 7.914968095736388265e-02 8.354759333431655222e+00 1.636839912043314474e-05 2.785869369728095093e-13 7.425575168268486507e-09 8.091633978223077952e-06 0.000000000000000000e+00 8.932718305847692220e-02 3.311504291892826135e+00 2.610237794317283644e+00 4.195414919337025594e+00 4.717778026288203873e-04 8.229780888347217882e-01 8.471172475756772842e-09 3.800609151409563014e-01 7.918432004910155086e+00 0.000000000000000000e+00
