time.decay.1	time.decay.2	time.decay.3	time.decay.4	time.decay.5	time.decay.6	time.decay.7	time.decay.8	time.decay.9	
1.225000278782285505e+02 1.002786158021637846e+02 1.037971706416488473e+02 8.614358981200223297e+01 9.893481376743163480e+01 9.759931536666317697e+01 9.737354647250420214e+01 9.560477629585594173e+01 1.081128342898575454e+02
9.736446838762157086e+01 9.365645724919767190e+01 1.092706024155397415e+02 1.123193175073774910e+02 9.837857161140433959e+01 9.997971605026208408e+01 9.608318893754874068e+01 9.979283188243931590e+01 8.466664836346561174e+01
1.068974763142545896e+02 9.438927322658415164e+01 1.108312020909515496e+02 8.441000712934892647e+01 1.001876248036833061e+02 9.558361000132765639e+01 9.857143273273378270e+01 9.653677564078617479e+01 8.673315481619988532e+01
1.207930016358552479e+02 8.687961450236925032e+01 8.936979103052271967e+01 8.579983460233157189e+01 1.066074483973663689e+02 9.435350791062154485e+01 9.792596984926379378e+01 1.131909433427250491e+02 9.136398472657218406e+01
9.643093672177246845e+01 1.080211733506445739e+02 1.017249904182698685e+02 9.387790278017925516e+01 9.605973881070410414e+01 1.006903306464807741e+02 1.010422631969341154e+02 1.111640055787171946e+02 1.086261514039255474e+02
1.086184843570414955e+02 1.077812293078715271e+02 9.270161478811414213e+01 8.219628431447127070e+01 1.044027919024845659e+02 8.338078710180798225e+01 1.079080115494591894e+02 1.012221321517641996e+02 8.861062409403454865e+01
1.047524873310871243e+02 9.415832966669536574e+01 1.003433869802687894e+02 9.518104874671475102e+01 1.047809105500602413e+02 8.849794107097739015e+01 9.883172230107828682e+01 1.112805735771332252e+02 9.281551716052300094e+01
9.858926751688271395e+01 1.015937347591904967e+02 9.419170355022515650e+01 9.783021515360675835e+01 9.769817190823786746e+01 9.489558295063677917e+01 8.742098468292080327e+01 8.976877552432596019e+01 1.109089777660925620e+02
9.784479216226102949e+01 1.062360989840748147e+02 1.036705800435084086e+02 9.790632795705894864e+01 1.057207522198074798e+02 1.004369816351169789e+02 8.450365815666941671e+01 1.019893679453837052e+02 1.135127485907487142e+02
1.076444317943882538e+02 9.722688596240251968e+01 1.001059593244535506e+02 9.586160793327640306e+01 1.177077519546823225e+02 9.405986501664357036e+01 1.046519247805596535e+02 1.051640329547524573e+02 1.189679188692683169e+02
1.072179385117385095e+02 1.042164321208063882e+02 1.023172305442894867e+02 8.979258720531390736e+01 1.180721665397342406e+02 1.131837296134245179e+02 1.177327573317865443e+02 8.584463723676002189e+01 8.586290025885126909e+01
1.036961671945984023e+02 1.026103877695054507e+02 9.714684318411411823e+01 9.597254307000537210e+01 8.816602801798957501e+01 1.162482930577342870e+02 1.224969997219544524e+02 1.129276835741055436e+02 1.079715902847603815e+02
9.816270165198869790e+01 1.005090372795251028e+02 9.646772165834163104e+01 9.517929051614657965e+01 9.832572044169027947e+01 1.067094338360568599e+02 1.219192247263246713e+02 1.037620849159400649e+02 9.378052557746158868e+01
9.775394905196291973e+01 9.375300318026921786e+01 1.011017427289250747e+02 9.666012627602395924e+01 9.732193595030253164e+01 1.076060441124677993e+02 9.782403177826168417e+01 1.104999065653463504e+02 1.016902244082519076e+02
1.179537491555905717e+02 8.853452334877940189e+01 9.279330650211048237e+01 1.083934375093987796e+02 9.641404103847838769e+01 1.054605949892530958e+02 9.018263102089289873e+01 1.006449409806135691e+02 8.895231688867764319e+01
1.159271979685816234e+02 8.783016911748580924e+01 9.493408350779947114e+01 6.614985289680004144e+01 1.061177174847002647e+02 1.022771089151698618e+02 9.718554121453443884e+01 1.012687488571342271e+02 9.020759121635727240e+01
1.182077485434100197e+02 8.011569428498890488e+01 9.917094466827255417e+01 1.338653857429065397e+02 1.163685587859127111e+02 1.185495408311963672e+02 1.036593668469127323e+02 1.018945646106292031e+02 1.155953739118106967e+02
9.788422248850501717e+01 1.181285098705789238e+02 7.609683501793026039e+01 8.724115643404864784e+01 9.437373297735204858e+01 9.210495146644763054e+01 9.032511878228088165e+01 1.017872458560200215e+02 9.122077287889311492e+01
9.196472902757665224e+01 8.345836249346314162e+01 8.057346503629864287e+01 8.297612875773855023e+01 1.012766077304989665e+02 1.027093847685713115e+02 9.387239028525473827e+01 9.842882939154262090e+01 9.272217423825338756e+01
1.016585283618968418e+02 8.384397656537984744e+01 1.099621052197484374e+02 1.119859800225699473e+02 7.203988351074610819e+01 1.009027975143755356e+02 9.231350191681789852e+01 9.781004461371662728e+01 9.560629297617960276e+01
1.044574103924501998e+02 9.825068035971119684e+01 1.104880549563743983e+02 1.007987090194425122e+02 7.245777001026999642e+01 9.802501997464112549e+01 1.090979018966069418e+02 9.912982728762230522e+01 7.979176636709473769e+01
1.120941463071105204e+02 9.729301513784646716e+01 8.719808272997222787e+01 9.767766885033030633e+01 8.457904667807954979e+01 9.529487624172003279e+01 1.104275204026565405e+02 9.677914726807253487e+01 9.613041296317251749e+01
1.000305924906563888e+02 1.002073722960704458e+02 1.057689986025896474e+02 9.209249914654621705e+01 1.142019337888427231e+02 9.112474030315411255e+01 9.754791160116010929e+01 1.054147780467124562e+02 1.089803534675323107e+02
1.098868137857000562e+02 9.293542716809206183e+01 9.432317194981914099e+01 1.028094970846222509e+02 1.013376052755617280e+02 1.018855920872851186e+02 1.074045359094517664e+02 9.556398119634125976e+01 1.159220805543735082e+02
1.090161708370299323e+02 9.677239926160787320e+01 1.049437767315379801e+02 7.999416545942705170e+01 9.478633650990025217e+01 1.056820465606017336e+02 1.089005265634426820e+02 9.963462637905172414e+01 8.518230501652915621e+01
1.068261381798664473e+02 9.296661930508285820e+01 9.426137486633362528e+01 1.176160964836032292e+02 1.059662391764373552e+02 1.066644805184346581e+02 1.087549298487488301e+02 1.112069037924292587e+02 8.680555758672774402e+01
1.056751220674614444e+02 8.797295681203003426e+01 9.513852887656852886e+01 8.481240122146508043e+01 8.302289482460120951e+01 9.121958582027767193e+01 1.077354268108853717e+02 8.850008674178988599e+01 1.242316785436942013e+02
1.002416914515518442e+02 9.796889041094250672e+01 9.858452904845066200e+01 1.109797427216943362e+02 1.205719262833167704e+02 8.928410480698933327e+01 9.568885484916920348e+01 8.917341632669311480e+01 1.230279175654176669e+02
1.001483713853327089e+02 9.030879365188116026e+01 1.034252244842540591e+02 8.513924968584704800e+01 8.099130186273491461e+01 1.065824113538810138e+02 9.204028178557260276e+01 1.107190712182198240e+02 1.055628150666798746e+02
9.683408717223571216e+01 1.009900100243543761e+02 9.191699566000768584e+01 7.998043923522908472e+01 1.068978787674964508e+02 9.174151124221351949e+01 1.025081642587516058e+02 1.099253893871648700e+02 1.008300189200791408e+02
9.715506670579173942e+01 1.098452409123141535e+02 8.363739094754737380e+01 8.714769632223780604e+01 9.985028920137384034e+01 8.663377531971009660e+01 9.119876381715089053e+01 8.494794690092270173e+01 1.006518051360368133e+02
9.675892713511009902e+01 1.123768183433418528e+02 8.142729098913558516e+01 7.581758237219796115e+01 9.720476940592247672e+01 8.727046106483123822e+01 1.079114132343649004e+02 8.337851121802731313e+01 9.818964975521366512e+01
8.453084703884039186e+01 8.937890310741613575e+01 9.208933872104879015e+01 9.477202886120244330e+01 9.110799122491327751e+01 1.072725392442640242e+02 9.159991641042854837e+01 1.113437218473608823e+02 1.042258757570778727e+02
9.235417328195617870e+01 1.021242810046118876e+02 1.001960908127790901e+02 1.026097477522660881e+02 9.745699904633443111e+01 1.020701605519143982e+02 8.564329456159977383e+01 1.133968436795218508e+02 9.868809577459525428e+01
9.777469438802870627e+01 9.935034330177693107e+01 7.464044791104407750e+01 1.087181862154110377e+02 8.766121903631517398e+01 1.042706961011772080e+02 8.558167993777090032e+01 1.147917277240734677e+02 9.605339776826217246e+01
1.033722814256720710e+02 1.033917075476698813e+02 1.255769012976722934e+02 7.924288338429489897e+01 9.601377527689604108e+01 1.041841544240117230e+02 1.081145807375119432e+02 1.061572230685216027e+02 1.074372796013419276e+02
1.011922656000045038e+02 9.820788346168626504e+01 1.197724952567863141e+02 1.022021684908411743e+02 9.701048606815908215e+01 9.656414055193626211e+01 9.897231640689784626e+01 1.069791239746195970e+02 9.003066495679706804e+01
1.027534435009548304e+02 1.047453190673891328e+02 9.583164645695796935e+01 9.643036525946411075e+01 1.059182671456906490e+02 1.110540090335090326e+02 9.642018157382526056e+01 1.055800456328527730e+02 8.532714214431790367e+01
1.061465688541000816e+02 1.064370039544990618e+02 1.050140158244023354e+02 9.644239585874986176e+01 9.488090751018566493e+01 9.777699707560825004e+01 9.642570923479989631e+01 9.379448734052972725e+01 9.619303802970244988e+01
1.017649248841915153e+02 1.116606687147596944e+02 1.099618326121197214e+02 9.984142453915912085e+01 9.514282800921068883e+01 1.028912496247114916e+02 9.829500024918849022e+01 9.563786502229463338e+01 1.021161149099970658e+02
1.017296893456572064e+02 1.103136734209273158e+02 1.089956177573222504e+02 1.034355451897965850e+02 1.030897856863796420e+02 9.377463984108442219e+01 9.034957777586338068e+01 1.028559316482623274e+02 1.203508597160991087e+02
1.125656872485048723e+02 8.479027478108439198e+01 9.686039359213688726e+01 1.034865456065610516e+02 8.520181660291893877e+01 9.413965367258259676e+01 1.144519849046912157e+02 1.084288687724388751e+02 1.032984388584231397e+02
8.562980612792109980e+01 8.651321556619009812e+01 9.113778773282369627e+01 1.059969467894500781e+02 8.562866002815135857e+01 9.532981939539011762e+01 1.061018173418140833e+02 9.550523110808320837e+01 1.004658337936879349e+02
9.136550358414220341e+01 7.989673956869785343e+01 1.012313236038153690e+02 1.108988430493604369e+02 8.509139029595932868e+01 9.836764518094278742e+01 9.373285672765280196e+01 1.025696228604616351e+02 9.827685564865825540e+01
1.045083729702132160e+02 9.890399532894123524e+01 9.658805950116986594e+01 9.637862631024906079e+01 9.956112321389701947e+01 1.059535638958625441e+02 9.742955003216388832e+01 7.781335293082828741e+01 1.015576708031842088e+02
1.048343546074099919e+02 9.470826109767243395e+01 9.845139098819123546e+01 8.935124708205674438e+01 1.032214143218037918e+02 1.096775220554852126e+02 9.815204456058620508e+01 7.509872542932187400e+01 1.062297575472801014e+02
9.195109392461132813e+01 9.029955189484506661e+01 9.628801140848872819e+01 1.005244292463814304e+02 9.125112313953424348e+01 9.605831017263804483e+01 9.496835743714458999e+01 7.593401210573294691e+01 1.148613017467766610e+02
1.212638375548070258e+02 1.039721396516163736e+02 1.027367324826456354e+02 1.018011861116694661e+02 1.077667243825944752e+02 1.006638284423103897e+02 1.161401208919525061e+02 7.673975314173057427e+01 9.311656116721178478e+01
8.923601997014480958e+01 1.004697861606914842e+02 1.050705862278962712e+02 1.044240558024949479e+02 9.766850983491532645e+01 9.254347374254147951e+01 1.200790468475195212e+02 7.583965427561713568e+01 9.705604178464587051e+01
9.980095726184663363e+01 1.123330021652589892e+02 9.597139614286378162e+01 8.218009767166216761e+01 1.070677243935146947e+02 8.697648028500678663e+01 1.113770202963522280e+02 9.917535667501419994e+01 9.531447894013416544e+01
9.334886923884475607e+01 1.044332849351239645e+02 8.555707152272856320e+01 1.095644295860348478e+02 1.011779182819330032e+02 9.482984815710962323e+01 1.047099349623526479e+02 9.539831047688736021e+01 9.747769029006842345e+01
9.632280035176219712e+01 8.779037013003144807e+01 1.028041998775156571e+02 1.140328127378755880e+02 9.829159563090941276e+01 8.918432100201891899e+01 9.359282713039561941e+01 1.170686166055657793e+02 8.865642981770130859e+01
1.070634780656465637e+02 1.093269747638350111e+02 1.029495053688760322e+02 1.151503835044017308e+02 1.074402831276553627e+02 8.946178682926489500e+01 1.178029057127437511e+02 1.168282834629855529e+02 9.007783596579841401e+01
8.982381723799450413e+01 9.751951765945111106e+01 9.526010123372414284e+01 1.156404610081075219e+02 9.881248474818916350e+01 9.825753309923337042e+01 1.136543775773283329e+02 9.560125159852414356e+01 8.934211477117339939e+01
1.016882516005466073e+02 9.868063733474832588e+01 1.119434210164432670e+02 1.070194754273880733e+02 1.059243209069387177e+02 1.131201333312512816e+02 1.108165920600855401e+02 1.104090032446987664e+02 9.135735978571842963e+01
9.350572804454090203e+01 1.011618647713384291e+02 1.078988617007792925e+02 1.093045208700649056e+02 8.839600577131392356e+01 9.022357616324393348e+01 8.854075994683368833e+01 9.793716135379418120e+01 9.516552640228300675e+01
8.948243998837952518e+01 1.055566976430339849e+02 1.092779820989860440e+02 8.895549273027828008e+01 1.101448142905375676e+02 7.820209217815158809e+01 9.288538905572148963e+01 9.725768898684675889e+01 1.098084804046790168e+02
8.980601059661842100e+01 9.029298941036230985e+01 8.885781262021222915e+01 9.825233198847880089e+01 1.036402461753825150e+02 1.039728779310779174e+02 1.037687247320357216e+02 1.017232874356837158e+02 8.347443176711925616e+01
9.896896210493764556e+01 9.998052898719214454e+01 9.429282205101098668e+01 8.645404839654982254e+01 9.590133295207068898e+01 1.081336519807799590e+02 9.715850986133659717e+01 1.013374337515794821e+02 1.165892770371478377e+02
9.962192982203698932e+01 9.776415230710490789e+01 1.098897628563631201e+02 1.188931089000818986e+02 9.424525786887012657e+01 1.100640492673361024e+02 9.316119079679462800e+01 9.184500904242989350e+01 1.185272641489571015e+02
9.918748588335176919e+01 8.877955975251482812e+01 1.266717714422742205e+02 1.192493586801491290e+02 8.817381935623831168e+01 1.107466643642473372e+02 1.090792171561726320e+02 9.157959573654788699e+01 1.172306203096290176e+02
9.991269858158669592e+01 1.138105618823074394e+02 1.233573178445742258e+02 1.187329008946237963e+02 1.019118197567754009e+02 1.046712522450389287e+02 1.074410750711410287e+02 1.079557239294093591e+02 9.233262107401978369e+01
9.865920024885454609e+01 1.235980315115778012e+02 8.836870511224843483e+01 1.112379521003832110e+02 1.067902817575086800e+02 9.510838615936276597e+01 9.783735841998259275e+01 9.484257942376166284e+01 1.047567905641804487e+02
1.130310136370594876e+02 7.615121855239253534e+01 9.639614626147050558e+01 1.087355916250932353e+02 9.622062468338984331e+01 1.218597218318965076e+02 9.183068733996869071e+01 9.920929042862746883e+01 1.018247792951765973e+02
9.105727333183523342e+01 9.649379770396646450e+01 1.100958359569797551e+02 1.093671994983397866e+02 8.715266306966398702e+01 7.664949035709224745e+01 1.009973680994410756e+02 1.127167666175632519e+02 9.547094498109198923e+01
8.860642573409225520e+01 8.919466954208398590e+01 1.074598890596622880e+02 9.890573019640766006e+01 9.262425824580316203e+01 9.050879081747351051e+01 1.059438989883259268e+02 9.263117705178046890e+01 9.747221839367819030e+01
9.303428618318955046e+01 9.644881603080801824e+01 1.132698477901598721e+02 1.232637057580189150e+02 1.051601602451167423e+02 1.025704873378735442e+02 1.078316101518477268e+02 8.701362858222860552e+01 1.035497938268037501e+02
1.080911062088188146e+02 1.032449743165683032e+02 1.043553472636154567e+02 7.793142066718439764e+01 9.207144214953729033e+01 1.044719535451575041e+02 1.050099925836055661e+02 9.197898520939452283e+01 9.618078594945436066e+01
9.976629500612726531e+01 9.973915357524707304e+01 1.070169722748097882e+02 1.278372997179770749e+02 1.009605030733473257e+02 1.064762509705792866e+02 9.560202759630682579e+01 1.016022740020654993e+02 9.086267347759448398e+01
1.037556839593767535e+02 9.981398523791081345e+01 1.040202031962384126e+02 8.010668712738988972e+01 1.002646819357801462e+02 1.093047132653211406e+02 9.410056136348978839e+01 9.947782635597309309e+01 1.097703051130595782e+02
9.121978285512754780e+01 1.145261702212247172e+02 9.204899292705610492e+01 7.603373690013792441e+01 1.019695953576791965e+02 8.856102094871732788e+01 1.045045975016639375e+02 1.007731815627976459e+02 1.044759953822999563e+02
9.293505634765766388e+01 1.121783765181522767e+02 9.196368938869858312e+01 9.514329709046171502e+01 9.646004554069841674e+01 9.254955888935444364e+01 1.105687551597146552e+02 8.769869331323053530e+01 1.033652265142858937e+02
1.012114928124503308e+02 9.659394589639232720e+01 1.119020690944870182e+02 9.628220217612609133e+01 9.203048621090871961e+01 9.895129044525972972e+01 8.608640100677507689e+01 9.795700168264065155e+01 1.033379337405202421e+02
1.016134980554918741e+02 1.124800155374897628e+02 8.693055531123887647e+01 9.885037732996902093e+01 1.118241318443086669e+02 9.986053924484903632e+01 1.088769791702408156e+02 8.066807222930356147e+01 9.863381075751851768e+01
1.064987409844011665e+02 1.157855972248238174e+02 8.327839213196416779e+01 9.664328965206259170e+01 1.133479868826445909e+02 1.008364429973318153e+02 1.005886567527456066e+02 8.361152336604713753e+01 1.064523477638015549e+02
1.008063967796725535e+02 8.592590019712787353e+01 1.063149751411849024e+02 1.053418451136871852e+02 1.056937829509468685e+02 1.018925698967520361e+02 1.039424810153570178e+02 8.257685111729328753e+01 9.467633073809885502e+01
9.403893654918974221e+01 9.896082235565839369e+01 1.008645415465223323e+02 9.027835653893568235e+01 1.007524498559251072e+02 9.548272001763169214e+01 9.409528036714625898e+01 9.364898055128404053e+01 9.035107201170762892e+01
9.515435174626122716e+01 1.217392990305520470e+02 1.050131375203593507e+02 9.497036791408748968e+01 9.363162568722799506e+01 9.642991584047793197e+01 1.032829176972631728e+02 1.031617902484512541e+02 9.210519500536541670e+01
8.779296184382670276e+01 9.712542967522651338e+01 1.010537128606083286e+02 9.576989622217877240e+01 9.888012419231220917e+01 1.084797953908123702e+02 1.001431712570464327e+02 1.219391879723691261e+02 8.476296016463808769e+01
9.934196213517870433e+01 1.061298236747516910e+02 8.372909847603287403e+01 1.047511197012310475e+02 9.320776130301287310e+01 1.070222160355139920e+02 9.548932361652879308e+01 8.829209009568009492e+01 1.022432000007160156e+02
9.294227152552547011e+01 1.059118036859081542e+02 8.296188810676434855e+01 1.042144670309484269e+02 9.489748967142426750e+01 1.027878350345094702e+02 9.741593945727784387e+01 1.098450585495284599e+02 1.066049141014982240e+02
9.569227735167504534e+01 1.077104191935715676e+02 1.016518841782833249e+02 9.904652402249178067e+01 9.866074724010039176e+01 1.032369295265962990e+02 9.582569051877304389e+01 1.216519270887680193e+02 9.188367495532969542e+01
8.642789349146690370e+01 9.723006407769162251e+01 9.904264374008207028e+01 8.954980335799692170e+01 1.033327103353007175e+02 1.009647856834273796e+02 1.016661551241921586e+02 8.436355101538353551e+01 9.632832646278791344e+01
9.510994807810220664e+01 9.661535164687576582e+01 1.240099193367189798e+02 9.744711763611645949e+01 8.892309921893230751e+01 9.508440982001968678e+01 1.058069779232833838e+02 8.503360664781689593e+01 1.066216985595491167e+02
1.006245688834674468e+02 9.520488462074591496e+01 9.799364123919998804e+01 9.017479159531748678e+01 1.013684469428259547e+02 1.049556818609223399e+02 1.072467712847577133e+02 1.064840021607539029e+02 8.921793823473768725e+01
9.407246221469674197e+01 9.170931226094539568e+01 9.591478325859198151e+01 1.041103931026994189e+02 9.990952016204387576e+01 9.521380533981940175e+01 9.228558631528738943e+01 1.141176217751258406e+02 8.519997881770930803e+01
1.016998890487921159e+02 1.099794556676903738e+02 1.210947538781909429e+02 1.049327558084460748e+02 8.869197830446135811e+01 8.916175281370013295e+01 1.054596891339667337e+02 1.109703521412158267e+02 8.835553785459515552e+01
1.119963081027000271e+02 1.020534442096688679e+02 1.008290322992625789e+02 9.677195550164992710e+01 9.210912539067443561e+01 8.421170398517617173e+01 9.667990865835241721e+01 1.146603642260764957e+02 1.136445021465887919e+02
1.307547710148386670e+02 9.418143546119742382e+01 1.078456896875722180e+02 9.839312308330218571e+01 8.629081481822674959e+01 1.000801740029146316e+02 9.827857944472708596e+01 1.050564277255473087e+02 1.123865300755242913e+02
1.313871384755539111e+02 9.227295275951887277e+01 8.815045282315657005e+01 1.068381653136933096e+02 9.665986803461694876e+01 9.837779940838585446e+01 1.010490095026746786e+02 1.024647917166940090e+02 9.849287753826153846e+01
1.152664634650727464e+02 1.119584906831203455e+02 1.066566647357564932e+02 1.105645520238397665e+02 9.965170246684027688e+01 1.168483883214506136e+02 8.795944682276916637e+01 1.090850407427556803e+02 9.833851944555799207e+01
1.041490699573225385e+02 9.561602445723933386e+01 1.015155030697656997e+02 9.388635322714017661e+01 9.966335114720413912e+01 1.002003715882331676e+02 8.311857643034022658e+01 8.061392435146052549e+01 9.677097502258614270e+01
9.945138276645926112e+01 9.650538655459871507e+01 1.010633192504263178e+02 8.533307527414321214e+01 1.038137491639048733e+02 1.025638451684384052e+02 1.179316951442117727e+02 1.197882780973129115e+02 1.057387516006856458e+02
1.084208517910486052e+02 9.209693492189576602e+01 9.664936793240696034e+01 1.010246545635785793e+02 9.884273501029082354e+01 1.035931637156474068e+02 1.187960273658046049e+02 1.209394107756211412e+02 1.047091184756388316e+02
9.778236708155318979e+01 9.727865670038573853e+01 1.074165676925093038e+02 1.114958660218902509e+02 9.894103686941278397e+01 8.816466886398097813e+01 9.851453777565907899e+01 8.307211126687387548e+01 1.118012837184547266e+02
8.917186117503665344e+01 1.108333555955974390e+02 9.542783549195925730e+01 1.097524204437509212e+02 1.107822163640823590e+02 1.078511401399732534e+02 9.017032656463938167e+01 9.017650799394297678e+01 9.082242045032054989e+01
9.253038756341835835e+01 1.153105521182087756e+02 1.028222149035237862e+02 1.149499596777340287e+02 1.070538643174997873e+02 9.314456153646331416e+01 8.988910001102793501e+01 1.095740275218620923e+02 1.098003958671139628e+02
1.058421768513061920e+02 1.140474624270920287e+02 8.902283542568835628e+01 1.141583235308951885e+02 9.381969354520336424e+01 9.586912773267663113e+01 1.059538444815419780e+02 1.041201915280827990e+02 1.016533733268917814e+02
9.952908684534942552e+01 1.129959607311383252e+02 8.594300374264885534e+01 1.065197885783332907e+02 8.497195112227936420e+01 9.645666026372724389e+01 9.042545779322897204e+01 9.269912127820417425e+01 1.034906386314926294e+02
1.046909507487967943e+02 1.130289975986544846e+02 8.261336750061224166e+01 1.167635923683040033e+02 1.094917609156916569e+02 9.642935239251656299e+01 9.445041199622163219e+01 9.073325234085318414e+01 1.041803816343036289e+02
1.189315398956186129e+02 8.662902772444316213e+01 1.026601908877759115e+02 1.071677866852223246e+02 8.405499622631111833e+01 1.071182523462999256e+02 9.025452437660045746e+01 9.787635104411596387e+01 1.114028154820235414e+02
1.144651316855117642e+02 9.220706151375956949e+01 7.799720379419180460e+01 1.063741618397358479e+02 1.063424966579179483e+02 1.001344864689915539e+02 9.239820107045034092e+01 9.631343950823271882e+01 1.019332578181526117e+02
1.125080504612711536e+02 1.035741287820936662e+02 8.799674781642265486e+01 8.639165529203148708e+01 9.605598706376183316e+01 1.032524018874041047e+02 8.781585397349945765e+01 9.503355950847277711e+01 1.040283675466333335e+02
1.079573233657346236e+02 9.261041814984457687e+01 8.884820834620335006e+01 8.979617225241401002e+01 1.013032664997289771e+02 9.595516137083959052e+01 8.868908174623480534e+01 9.817714294656657614e+01 9.846505514030600636e+01
9.123614222753920444e+01 9.962575979389093561e+01 9.860101414530851116e+01 1.057530244331217659e+02 8.562873825036641051e+01 8.657073705426863341e+01 9.593971842934223559e+01 1.068380424865975016e+02 9.925176673969352237e+01
9.096883546975368517e+01 1.088157911338085739e+02 1.121434473539711973e+02 9.984933225740937246e+01 1.035200611977317635e+02 1.023434259198792660e+02 9.127585527380972508e+01 9.337031479453450800e+01 9.969371191606231264e+01
1.027329071317812179e+02 1.009268119776875352e+02 1.030843284197528362e+02 1.109266284997331979e+02 9.893678518797479171e+01 9.523438262417883493e+01 8.843913762389146882e+01 1.075382977218518477e+02 1.012879163408437933e+02
9.503548482170691614e+01 1.009833168755432382e+02 9.677951183427479975e+01 1.000675787967186352e+02 9.795712139247326888e+01 9.701326002667151727e+01 9.649100519777789486e+01 9.986352155921235862e+01 8.829007923976674022e+01
9.519327906124698302e+01 9.471790850717363242e+01 1.329133463257429355e+02 9.147137339192944694e+01 8.136236581894461040e+01 9.121939952665178453e+01 9.905838295598613286e+01 8.649286656027027220e+01 1.040245450655152410e+02
1.043764635789322597e+02 9.012754786584140732e+01 1.261154007994206268e+02 1.048538464101949330e+02 1.204291038778885650e+02 1.092214406456914446e+02 8.712673125524014495e+01 1.067270218018148000e+02 1.021601875218085240e+02
1.019107243926418960e+02 9.971292828110377116e+01 1.221032007684829921e+02 1.012107312592222428e+02 1.088195518107951045e+02 1.234815807269175139e+02 9.592706323460394913e+01 1.020009261459087782e+02 9.295631388493680447e+01
1.017568482209435956e+02 9.096160374878384403e+01 1.107818360794342993e+02 7.920320560659008891e+01 9.634938812174073064e+01 1.118261181242986453e+02 1.082355769917220982e+02 1.037215434902327615e+02 9.552792207657536494e+01
1.052414616387827095e+02 7.781135510188340731e+01 1.150139039143693083e+02 8.089624235435800870e+01 1.127035014393925394e+02 8.068333049099673815e+01 9.028809154338932785e+01 1.074642765711770380e+02 1.033914597710243157e+02
8.690238973573910641e+01 1.252448617745622244e+02 9.916581625894039576e+01 7.820227354247649032e+01 1.013140929017566378e+02 8.722054787506051809e+01 9.865974476549712335e+01 1.122003458703781575e+02 9.591014832197895146e+01
9.785615996168984054e+01 8.549300650038287586e+01 1.168654367204355680e+02 1.098790785308935227e+02 9.572257944325174606e+01 8.526109269904976884e+01 1.210855933126729553e+02 1.041766141391366460e+02 9.088989273996321572e+01
1.087687203063700423e+02 9.509652501360699262e+01 9.370665905646146143e+01 9.490422636745928742e+01 9.365222109516554383e+01 9.557584570266089941e+01 1.135434117487508132e+02 9.551391476848593243e+01 9.156858935752924822e+01
8.944275176323525045e+01 1.080109903338205868e+02 1.037719907991071722e+02 9.961596808622334720e+01 8.483948338907691777e+01 9.768580854320380524e+01 9.444504223150295275e+01 8.626180998877154593e+01 9.014107265232378552e+01
9.532140855755662301e+01 1.092348917782982340e+02 1.099298950280639957e+02 1.029807009852243453e+02 9.121824275976396734e+01 9.080501586845825557e+01 9.605242266383626770e+01 9.687915785425306581e+01 8.932314533216428742e+01
9.700510023954738870e+01 9.080771195618082459e+01 9.239710110062698334e+01 1.127106488710485479e+02 1.252299334738741550e+02 1.037214747159699044e+02 1.041874208802116470e+02 9.405224404209285183e+01 9.483900801778563050e+01
1.020643265833806481e+02 1.091718343989288655e+02 9.545793179908754666e+01 7.680980487247235544e+01 1.173267251381674470e+02 1.158465543870127732e+02 1.082060272139349877e+02 1.139161850186940370e+02 1.004000700730858568e+02
1.049236505795940957e+02 9.449196900726458637e+01 9.605154722952380553e+01 9.250005215720619844e+01 1.060832418522372080e+02 1.029836767114611717e+02 1.049971798689128946e+02 1.177234561222722107e+02 9.973990105082471302e+01
1.054439396266564870e+02 1.079734753577213695e+02 9.614375268146835651e+01 9.516119385855797930e+01 9.708509807696172800e+01 9.723751292161527715e+01 8.420648284728503086e+01 1.114890882047553191e+02 1.019688590612120862e+02
1.001330619378210258e+02 9.258164668155365007e+01 9.646608736946203067e+01 1.027473494982466207e+02 1.011545380280623050e+02 9.581459278571031746e+01 9.754642477383725918e+01 1.014792984529652955e+02 1.039256689249827161e+02
8.973968071886554299e+01 1.023849001931557297e+02 1.116356192380471128e+02 1.041236521055114963e+02 8.582105579227662417e+01 9.250962019876526199e+01 8.675153172623814157e+01 8.871692912201682191e+01 1.092807388365757362e+02
8.868253172768483239e+01 9.303510100663191906e+01 9.735046546745114426e+01 1.061691867458122829e+02 9.589543550743940159e+01 9.473809160788981387e+01 8.676335164095875996e+01 8.731633289389912989e+01 9.149550940460460424e+01
8.609309621913567412e+01 8.585231252743321306e+01 8.754026075714602939e+01 9.364740741216922970e+01 9.978208418317950645e+01 1.134467493904089963e+02 8.333447268745352687e+01 9.420270548490120177e+01 1.060360424074208368e+02
8.327591568607115846e+01 1.141688870818526880e+02 1.069592029882606710e+02 8.858617505267247338e+01 1.106402639095500149e+02 1.039401792239372071e+02 8.318558030565685613e+01 1.078627189270903557e+02 1.018923343112936521e+02
1.134097375845516211e+02 9.758075462216616813e+01 1.096941342003217699e+02 9.950678260742682824e+01 9.111721368252131015e+01 9.448311177584376708e+01 8.841721053767169280e+01 8.284386667115767011e+01 1.043084395103947912e+02
9.449941821468787850e+01 9.385335761470466309e+01 8.898409228506272939e+01 9.632806379420988208e+01 1.071283151665901130e+02 1.031585724358151452e+02 9.580184399683338370e+01 9.520451713669386606e+01 9.705410294508807567e+01
