log.prior	log.likelihood	log.likelihood.test.set
-8.955382549997523256e+02 0.000000000000000000e+00 -1.738388854018687368e+01
-9.010524971922324085e+02 0.000000000000000000e+00 -1.749594670087464010e+01
-9.089078963925049948e+02 0.000000000000000000e+00 -1.861565882445732711e+01
-9.344514390051087958e+02 0.000000000000000000e+00 -1.943646911005305356e+01
-9.641448561023337334e+02 0.000000000000000000e+00 -1.904761020111604353e+01
-9.654087752293835365e+02 0.000000000000000000e+00 -1.946718235559769994e+01
-9.642084412717563282e+02 0.000000000000000000e+00 -1.762114550456912809e+01
-9.614798676802752198e+02 0.000000000000000000e+00 -1.875202563442988435e+01
-9.800746997014850876e+02 0.000000000000000000e+00 -1.845616498653055260e+01
-9.829219261087121140e+02 0.000000000000000000e+00 -1.690940843352436218e+01
-9.958452611036650524e+02 0.000000000000000000e+00 -1.725566746040099986e+01
-1.022184218155383633e+03 0.000000000000000000e+00 -1.740997766478990627e+01
-1.014243763084143438e+03 0.000000000000000000e+00 -1.660729199132408951e+01
-1.035020997142863052e+03 0.000000000000000000e+00 -1.695373017410057059e+01
-1.024867592290310540e+03 0.000000000000000000e+00 -1.700701767713374579e+01
-1.036243036209286629e+03 0.000000000000000000e+00 -1.731086039160418011e+01
-1.005534023611085672e+03 0.000000000000000000e+00 -1.894150346191251799e+01
-9.811125325194091147e+02 0.000000000000000000e+00 -1.856673719525329602e+01
-9.866769439252743723e+02 0.000000000000000000e+00 -1.900578471350095811e+01
-9.632695766725574913e+02 0.000000000000000000e+00 -1.904553851736507397e+01
-9.652264512320548420e+02 0.000000000000000000e+00 -1.926278784761457530e+01
-9.704137648054335159e+02 0.000000000000000000e+00 -1.971267465690192466e+01
-9.843254198121354648e+02 0.000000000000000000e+00 -2.079446460487095294e+01
-9.714904771091347584e+02 0.000000000000000000e+00 -2.063585246831516429e+01
-9.724586000887941282e+02 0.000000000000000000e+00 -1.958358686338932841e+01
-9.818377040528698672e+02 0.000000000000000000e+00 -1.881777775704033218e+01
-9.769669774426084814e+02 0.000000000000000000e+00 -1.883655095330234985e+01
-9.764061791355038622e+02 0.000000000000000000e+00 -1.898483073865847359e+01
-9.334644068405305006e+02 0.000000000000000000e+00 -1.846001578549004307e+01
-9.642523280684918063e+02 0.000000000000000000e+00 -1.798909060464053766e+01
-9.719675979951773570e+02 0.000000000000000000e+00 -1.760850381138430976e+01
-9.998231179648878424e+02 0.000000000000000000e+00 -1.736509539348249120e+01
-1.007335412101333077e+03 0.000000000000000000e+00 -1.709753244395672311e+01
-9.831204072754962908e+02 0.000000000000000000e+00 -1.805010397166456926e+01
-9.734787868941391480e+02 0.000000000000000000e+00 -1.824525944560434709e+01
-9.656657671013845174e+02 0.000000000000000000e+00 -1.816058391077402234e+01
-9.470169656906841738e+02 0.000000000000000000e+00 -1.748077924746780809e+01
-9.552756418321368983e+02 0.000000000000000000e+00 -1.844867067138595473e+01
-9.483321742255600384e+02 0.000000000000000000e+00 -1.773401770418909962e+01
-9.619184521003680857e+02 0.000000000000000000e+00 -1.857785589233635903e+01
-9.486151585325819724e+02 0.000000000000000000e+00 -1.886962338932056582e+01
-9.587517747676417912e+02 0.000000000000000000e+00 -1.830063654452143851e+01
-9.417820847195064289e+02 0.000000000000000000e+00 -1.959439362497883508e+01
-9.470368205349006985e+02 0.000000000000000000e+00 -1.829785853589466171e+01
-9.308613186172533460e+02 0.000000000000000000e+00 -1.879425039360715743e+01
-9.304380219677194646e+02 0.000000000000000000e+00 -1.957595537482512782e+01
-9.116941472924924028e+02 0.000000000000000000e+00 -2.012928792421014634e+01
-8.887044787014104941e+02 0.000000000000000000e+00 -2.020512752631204023e+01
-9.090950485101286631e+02 0.000000000000000000e+00 -2.006169888314241234e+01
-9.123045974448996276e+02 0.000000000000000000e+00 -1.999458467106803994e+01
-9.197626418648784465e+02 0.000000000000000000e+00 -2.005114701242005992e+01
-9.207755496805281155e+02 0.000000000000000000e+00 -1.975701235072003215e+01
-9.183223343455807708e+02 0.000000000000000000e+00 -1.947367005434956866e+01
-8.910769196460962576e+02 0.000000000000000000e+00 -2.022225741512222896e+01
-8.919411882457950469e+02 0.000000000000000000e+00 -2.013846613233727112e+01
-8.696448449523760473e+02 0.000000000000000000e+00 -2.026065613034850799e+01
-8.579856866369939326e+02 0.000000000000000000e+00 -2.133294046576490643e+01
-8.652368678103487127e+02 0.000000000000000000e+00 -2.172919263357803743e+01
-8.649884328503910638e+02 0.000000000000000000e+00 -2.107478958018749893e+01
-8.542038454882756469e+02 0.000000000000000000e+00 -2.006300029671112384e+01
-8.344413459408308427e+02 0.000000000000000000e+00 -1.983218867098548799e+01
-8.525971666221369105e+02 0.000000000000000000e+00 -1.923528342062307672e+01
-8.687137592248839155e+02 0.000000000000000000e+00 -1.901780961294564065e+01
-8.745039032244916370e+02 0.000000000000000000e+00 -2.078579869770155142e+01
-8.842090362915830610e+02 0.000000000000000000e+00 -2.012286420606672266e+01
-8.747075432594388076e+02 0.000000000000000000e+00 -1.931154632045534925e+01
-8.813940515107055944e+02 0.000000000000000000e+00 -1.874661249646167960e+01
-8.836673613046914397e+02 0.000000000000000000e+00 -1.826641387007572348e+01
-8.865108765157857533e+02 0.000000000000000000e+00 -1.851254732493239885e+01
-8.780744731917327499e+02 0.000000000000000000e+00 -1.861532673108526126e+01
-8.756796730217336062e+02 0.000000000000000000e+00 -1.858139768006289216e+01
-8.658979437495619322e+02 0.000000000000000000e+00 -1.835090644759866052e+01
-8.287948908435107569e+02 0.000000000000000000e+00 -1.875949825404708804e+01
-8.562365386444046180e+02 0.000000000000000000e+00 -1.719228296107611698e+01
-8.740156658304888424e+02 0.000000000000000000e+00 -1.809073463296405748e+01
-9.076285117914414968e+02 0.000000000000000000e+00 -1.803336247025748662e+01
-9.451737468290292554e+02 0.000000000000000000e+00 -1.785781601053476209e+01
-9.143122152287924109e+02 0.000000000000000000e+00 -1.593476705695263718e+01
-9.095147973510415795e+02 0.000000000000000000e+00 -1.695518026321289540e+01
-8.936433937056012837e+02 0.000000000000000000e+00 -1.718629168776801919e+01
-9.000049580345262257e+02 0.000000000000000000e+00 -1.851229341849987975e+01
-9.056757866164211919e+02 0.000000000000000000e+00 -1.740898363977692043e+01
-9.247757875357972353e+02 0.000000000000000000e+00 -1.791319146405571416e+01
-9.260829179429726992e+02 0.000000000000000000e+00 -1.735690654249860643e+01
-9.265316938906981932e+02 0.000000000000000000e+00 -1.870325595892774118e+01
-9.047377225905038358e+02 0.000000000000000000e+00 -1.915400758049996455e+01
-8.830154119674026560e+02 0.000000000000000000e+00 -1.869668699005423207e+01
-8.956023681676688284e+02 0.000000000000000000e+00 -1.811188025846206529e+01
-8.946773869364741358e+02 0.000000000000000000e+00 -1.797547876293927516e+01
-8.645701687673181368e+02 0.000000000000000000e+00 -1.823662947774377585e+01
-8.747608037815450643e+02 0.000000000000000000e+00 -1.888133651187752093e+01
-8.555961467068984803e+02 0.000000000000000000e+00 -1.866814376519256768e+01
-8.641471532717438322e+02 0.000000000000000000e+00 -1.881119056815619217e+01
-8.552350225949921878e+02 0.000000000000000000e+00 -1.893656434037684733e+01
-8.601793113724743307e+02 0.000000000000000000e+00 -1.977825603630280682e+01
-8.401932505203686787e+02 0.000000000000000000e+00 -1.939206904612152016e+01
-8.331864691486435959e+02 0.000000000000000000e+00 -1.780994384762416871e+01
-8.294561810927264105e+02 0.000000000000000000e+00 -1.731253396965448133e+01
-8.221569757526158355e+02 0.000000000000000000e+00 -1.819210605827622373e+01
-8.454027240711487821e+02 0.000000000000000000e+00 -1.782245194544664457e+01
-8.404445683387907593e+02 0.000000000000000000e+00 -1.832612265006406460e+01
-8.501631067861195561e+02 0.000000000000000000e+00 -1.749801182995646798e+01
-8.408170614673881573e+02 0.000000000000000000e+00 -1.711912962477491362e+01
-8.307642533772919933e+02 0.000000000000000000e+00 -1.744987213762537692e+01
-8.540721602762876046e+02 0.000000000000000000e+00 -1.883436793297461520e+01
-8.664671049104815665e+02 0.000000000000000000e+00 -1.943156348733700156e+01
-8.752538376585780497e+02 0.000000000000000000e+00 -2.024995450632209781e+01
-8.469266534107046027e+02 0.000000000000000000e+00 -2.024071066307659805e+01
-8.635850511020172462e+02 0.000000000000000000e+00 -2.050766504932693124e+01
-8.604449299274084524e+02 0.000000000000000000e+00 -2.013541901168707682e+01
-8.550234188385934431e+02 0.000000000000000000e+00 -1.869889138547780760e+01
-8.713037315151520943e+02 0.000000000000000000e+00 -1.636461708024611994e+01
-8.712524971625952048e+02 0.000000000000000000e+00 -1.724026895790622405e+01
-8.590141983399780656e+02 0.000000000000000000e+00 -1.844664794520998896e+01
-8.531678812923198620e+02 0.000000000000000000e+00 -1.876341639499783298e+01
-8.532765957805291919e+02 0.000000000000000000e+00 -1.869133840988655493e+01
-8.582837712732518867e+02 0.000000000000000000e+00 -1.980200157675133710e+01
-8.516454170040248073e+02 0.000000000000000000e+00 -2.035637589783297585e+01
-8.468177364336573874e+02 0.000000000000000000e+00 -1.972058141822301991e+01
-8.696863079317874963e+02 0.000000000000000000e+00 -1.901558370888905358e+01
-8.696758175795657735e+02 0.000000000000000000e+00 -1.994598376390780459e+01
-8.884020950470500111e+02 0.000000000000000000e+00 -2.068065384800812012e+01
-9.167087907819338852e+02 0.000000000000000000e+00 -2.041293307773881338e+01
-9.380469732950809885e+02 0.000000000000000000e+00 -2.135396376873488578e+01
-8.929112488927560207e+02 0.000000000000000000e+00 -1.955047159269101087e+01
-8.827860705261662133e+02 0.000000000000000000e+00 -1.986091739422909086e+01
-8.967678602504282708e+02 0.000000000000000000e+00 -2.004624666660939170e+01
-8.855633973441043736e+02 0.000000000000000000e+00 -1.953450740624087700e+01
-8.658049162985407747e+02 0.000000000000000000e+00 -1.996191027011524000e+01
-8.535845581245259837e+02 0.000000000000000000e+00 -1.941965620302835305e+01
-8.510660322258049746e+02 0.000000000000000000e+00 -1.926694099698755736e+01
-8.752531399510769461e+02 0.000000000000000000e+00 -1.846938942303241049e+01
-8.437964277355944205e+02 0.000000000000000000e+00 -1.909182155509593315e+01
-8.445850631877151500e+02 0.000000000000000000e+00 -1.961068575495275468e+01
-8.285562921947652057e+02 0.000000000000000000e+00 -1.875099228374362781e+01
-8.372732186164473660e+02 0.000000000000000000e+00 -1.825911932117837466e+01
-8.618183568977754021e+02 0.000000000000000000e+00 -1.752852011776303698e+01
-8.680880829271882249e+02 0.000000000000000000e+00 -1.714355346902391375e+01
-8.841864332442916066e+02 0.000000000000000000e+00 -1.741948149326464090e+01
-8.765506055949043684e+02 0.000000000000000000e+00 -1.827121649613810916e+01
-8.721020811258490539e+02 0.000000000000000000e+00 -1.870128537209652109e+01
-8.804618792167661923e+02 0.000000000000000000e+00 -1.898604335758119532e+01
-8.461046810679556529e+02 0.000000000000000000e+00 -1.934838147261666563e+01
-8.262303715361571221e+02 0.000000000000000000e+00 -1.926128015968041041e+01
-8.349110742284819935e+02 0.000000000000000000e+00 -1.983496156655509424e+01
-8.400867296094265839e+02 0.000000000000000000e+00 -2.013943600736855899e+01
-8.304701755702240007e+02 0.000000000000000000e+00 -2.057839268305119163e+01
-8.437481755654791868e+02 0.000000000000000000e+00 -1.966677417270463479e+01
-8.536951445829124623e+02 0.000000000000000000e+00 -1.900426944130209961e+01
-8.694429335506588359e+02 0.000000000000000000e+00 -1.907739972521815730e+01
-8.434782153252720036e+02 0.000000000000000000e+00 -1.912193922691452030e+01
-8.482716748041821120e+02 0.000000000000000000e+00 -1.869198161856435547e+01
-8.332217533732969059e+02 0.000000000000000000e+00 -1.804230083415738761e+01
-8.583732948488072907e+02 0.000000000000000000e+00 -1.948637137640238848e+01
-8.483191830151381509e+02 0.000000000000000000e+00 -1.891763215083828698e+01
-8.278104273932970045e+02 0.000000000000000000e+00 -1.962208841777926693e+01
-8.234539748175360501e+02 0.000000000000000000e+00 -1.951609552618910470e+01
-8.175438166241896170e+02 0.000000000000000000e+00 -1.975467125243129374e+01
-8.201248014826705912e+02 0.000000000000000000e+00 -1.901230569613979071e+01
-8.190015614235385328e+02 0.000000000000000000e+00 -1.874845254910279380e+01
-8.354832645718572621e+02 0.000000000000000000e+00 -1.884982689928185096e+01
-8.515760490226610955e+02 0.000000000000000000e+00 -1.875532643520971021e+01
-8.516960139765488975e+02 0.000000000000000000e+00 -1.899812414055065801e+01
-8.413081187931318254e+02 0.000000000000000000e+00 -1.851360579284506969e+01
-8.349533835628584484e+02 0.000000000000000000e+00 -1.928258986295716682e+01
-8.287638662585989096e+02 0.000000000000000000e+00 -1.790031220306241266e+01
-8.543665698533624209e+02 0.000000000000000000e+00 -1.900984005996103576e+01
-8.796729139739054517e+02 0.000000000000000000e+00 -1.828950797661329375e+01
-8.973615093136812675e+02 0.000000000000000000e+00 -1.807359771644192392e+01
-8.964241456077375005e+02 0.000000000000000000e+00 -1.811846951415043350e+01
-8.755180267059961352e+02 0.000000000000000000e+00 -1.860133601709122786e+01
-8.573681790158091189e+02 0.000000000000000000e+00 -1.908454531984003211e+01
-8.498753156292624453e+02 0.000000000000000000e+00 -1.860212838324417817e+01
-8.688618119579431323e+02 0.000000000000000000e+00 -1.918464749246039958e+01
-8.402002077532274598e+02 0.000000000000000000e+00 -1.965083074255451834e+01
-8.080350171056784347e+02 0.000000000000000000e+00 -2.051229923093222851e+01
-8.043623156636508611e+02 0.000000000000000000e+00 -1.983975422295927160e+01
-8.232819584174771990e+02 0.000000000000000000e+00 -1.929716162315115469e+01
-8.257007855569346475e+02 0.000000000000000000e+00 -1.942024614917596637e+01
-8.136322077834086031e+02 0.000000000000000000e+00 -1.998624787383333512e+01
-8.175726531592920310e+02 0.000000000000000000e+00 -1.939913370205702847e+01
-7.874086438745739542e+02 0.000000000000000000e+00 -1.846925042019339003e+01
-7.743682921325332700e+02 0.000000000000000000e+00 -1.838725400360850415e+01
-7.776166671644220969e+02 0.000000000000000000e+00 -1.821435347471587818e+01
-7.675752614041527977e+02 0.000000000000000000e+00 -1.825807418436843932e+01
-7.687103857598378909e+02 0.000000000000000000e+00 -1.873906440647152749e+01
-7.687969164140949943e+02 0.000000000000000000e+00 -1.874751314753920894e+01
-8.024575920218284182e+02 0.000000000000000000e+00 -1.822295972846561085e+01
-8.060674850730640628e+02 0.000000000000000000e+00 -1.819146472388325719e+01
-7.798189208835755153e+02 0.000000000000000000e+00 -1.848177412421108556e+01
-7.408957664869923292e+02 0.000000000000000000e+00 -1.879327251755813677e+01
-7.581935161474070810e+02 0.000000000000000000e+00 -1.843426693060459343e+01
-7.614732856096109117e+02 0.000000000000000000e+00 -1.862003635017892123e+01
-7.606617645247347355e+02 0.000000000000000000e+00 -1.899371787788233235e+01
-7.561748437468932025e+02 0.000000000000000000e+00 -1.845078840510669238e+01
-7.748050375660400277e+02 0.000000000000000000e+00 -1.784238833074006436e+01
-7.819847944605658085e+02 0.000000000000000000e+00 -1.910602671216959436e+01
-7.677897458619652298e+02 0.000000000000000000e+00 -1.980413361715464760e+01
-7.897105610366219253e+02 0.000000000000000000e+00 -1.954817384390848645e+01
-8.173397044741661830e+02 0.000000000000000000e+00 -1.944203601613507715e+01
-8.057653803489420170e+02 0.000000000000000000e+00 -1.935811475137664672e+01
-8.276705388921136546e+02 0.000000000000000000e+00 -1.923805389815174749e+01
-8.425773979108203093e+02 0.000000000000000000e+00 -1.936423556442785809e+01
-8.136459153895153804e+02 0.000000000000000000e+00 -1.887719127892187032e+01
-8.174726453254288572e+02 0.000000000000000000e+00 -1.850767487436529279e+01
-7.901321505176510982e+02 0.000000000000000000e+00 -1.720035832406222198e+01
-7.789920735014256934e+02 0.000000000000000000e+00 -1.802723663858884606e+01
-7.825450898511976447e+02 0.000000000000000000e+00 -1.989785816601916224e+01
-7.760175979963958071e+02 0.000000000000000000e+00 -1.908546034043581585e+01
-7.896463054478588219e+02 0.000000000000000000e+00 -1.899657049465025693e+01
-7.933579203845822576e+02 0.000000000000000000e+00 -1.951346013268859281e+01
-8.019306676365257545e+02 0.000000000000000000e+00 -1.983263810838467123e+01
-7.916118602511382960e+02 0.000000000000000000e+00 -1.984159424934618698e+01
-8.307553883651867181e+02 0.000000000000000000e+00 -1.928557635402464143e+01
-8.482085065178168861e+02 0.000000000000000000e+00 -1.854701890591482538e+01
-8.416664186614748360e+02 0.000000000000000000e+00 -1.862509924632203706e+01
-8.583907072123615762e+02 0.000000000000000000e+00 -1.903150316549736942e+01
-8.594956145419976110e+02 0.000000000000000000e+00 -1.951611164980056401e+01
-8.601959970305674688e+02 0.000000000000000000e+00 -1.982622369141193985e+01
-8.540201962146043115e+02 0.000000000000000000e+00 -1.935077693673594013e+01
-8.581516552563994082e+02 0.000000000000000000e+00 -1.937605641485795616e+01
-8.367481721263710597e+02 0.000000000000000000e+00 -1.971896994512674439e+01
-8.277059570342448751e+02 0.000000000000000000e+00 -1.927576691182839852e+01
-8.619412232740048694e+02 0.000000000000000000e+00 -1.963262670432163759e+01
-8.486940310241900534e+02 0.000000000000000000e+00 -1.960696981571440745e+01
-8.603642162985015602e+02 0.000000000000000000e+00 -2.049589223464877819e+01
-8.688924779974240664e+02 0.000000000000000000e+00 -1.964181396491051146e+01
-8.630455385347513584e+02 0.000000000000000000e+00 -1.955825843580787193e+01
-8.562051296566176006e+02 0.000000000000000000e+00 -2.013004165214934460e+01
-8.435841550828591835e+02 0.000000000000000000e+00 -2.027552780265841648e+01
-8.436029542624183932e+02 0.000000000000000000e+00 -2.091057963313845391e+01
-8.198582515446260004e+02 0.000000000000000000e+00 -2.056776736906199687e+01
-8.309681923052112325e+02 0.000000000000000000e+00 -2.069260977551644487e+01
-8.309686929051056268e+02 0.000000000000000000e+00 -1.931489810560977105e+01
-8.288957450806732368e+02 0.000000000000000000e+00 -1.919418010634942107e+01
-8.367123302881770996e+02 0.000000000000000000e+00 -1.981841342759892655e+01
-8.685579469081785646e+02 0.000000000000000000e+00 -1.935754987423126749e+01
-8.615135238488878713e+02 0.000000000000000000e+00 -1.930468731221331780e+01
-8.560422643878930558e+02 0.000000000000000000e+00 -2.003702420494657588e+01
-8.693172049467245870e+02 0.000000000000000000e+00 -1.974841374205318800e+01
-8.794066456516679864e+02 0.000000000000000000e+00 -2.074270570229822397e+01
-8.772405037126204661e+02 0.000000000000000000e+00 -2.028878410247031638e+01
-8.939118472464779188e+02 0.000000000000000000e+00 -1.975361443215049917e+01
-8.670063852107869025e+02 0.000000000000000000e+00 -1.952234660624561968e+01
-8.586907714210490212e+02 0.000000000000000000e+00 -1.981735822296923288e+01
-8.338926406025411779e+02 0.000000000000000000e+00 -2.039958786600244878e+01
-8.423115875839025648e+02 0.000000000000000000e+00 -1.977800393639120102e+01
-8.417697011622113905e+02 0.000000000000000000e+00 -1.946269938663037635e+01
-8.450553386753597351e+02 0.000000000000000000e+00 -1.945643338250238230e+01
-8.210685618740230893e+02 0.000000000000000000e+00 -2.038585643812483283e+01
-8.051181732914531040e+02 0.000000000000000000e+00 -2.017868388491025655e+01
-7.950607141537814186e+02 0.000000000000000000e+00 -1.923118386330062890e+01
-8.054591607077278468e+02 0.000000000000000000e+00 -1.957135872171772917e+01
-7.920965874346342162e+02 0.000000000000000000e+00 -1.946987004002586730e+01
-7.728390227371330639e+02 0.000000000000000000e+00 -1.941243690492765950e+01
-7.868857855896819729e+02 0.000000000000000000e+00 -1.853823184464816620e+01
-7.853954723805971980e+02 0.000000000000000000e+00 -1.809960095984020256e+01
-7.739457865750940755e+02 0.000000000000000000e+00 -1.849817773315491820e+01
-7.857945804800838232e+02 0.000000000000000000e+00 -1.850118545168348305e+01
-8.072953565760517449e+02 0.000000000000000000e+00 -1.948908770791112488e+01
-8.121262103141835951e+02 0.000000000000000000e+00 -1.944527535714912858e+01
-8.376922317492555976e+02 0.000000000000000000e+00 -1.946288501096130119e+01
-8.440203915277545548e+02 0.000000000000000000e+00 -1.939980052904365948e+01
-8.732109841912836146e+02 0.000000000000000000e+00 -1.859509793571645275e+01
-8.641558553331626626e+02 0.000000000000000000e+00 -1.920759918351275530e+01
-8.779213008423621432e+02 0.000000000000000000e+00 -1.949934933305432594e+01
-8.818884383987253841e+02 0.000000000000000000e+00 -1.931764479373012477e+01
-8.881360661409112254e+02 0.000000000000000000e+00 -1.857318262012400112e+01
-9.110811641689849694e+02 0.000000000000000000e+00 -1.922275203819259559e+01
-8.830534627708499329e+02 0.000000000000000000e+00 -1.880197671033758411e+01
-9.144346064857336387e+02 0.000000000000000000e+00 -2.035690454514016778e+01
-9.243609631159371247e+02 0.000000000000000000e+00 -2.002795900775825544e+01
-9.108516553880683659e+02 0.000000000000000000e+00 -1.940539091026032281e+01
-9.144809276171562260e+02 0.000000000000000000e+00 -1.999109506053184759e+01
-9.335867549506261867e+02 0.000000000000000000e+00 -1.995668375938120676e+01
-9.340276500034786977e+02 0.000000000000000000e+00 -2.015663385186199719e+01
-9.333042578215628282e+02 0.000000000000000000e+00 -2.045457742584298444e+01
-9.245915781486121432e+02 0.000000000000000000e+00 -1.964915449218138122e+01
-9.184957904591913120e+02 0.000000000000000000e+00 -2.006104822504011054e+01
-9.319760880128151257e+02 0.000000000000000000e+00 -1.986658831274822035e+01
-9.190369203493594341e+02 0.000000000000000000e+00 -1.992896623931417821e+01
-9.095201054633084823e+02 0.000000000000000000e+00 -2.030844298189644803e+01
-9.146664625123273709e+02 0.000000000000000000e+00 -2.035481510918016568e+01
-9.272297664162482533e+02 0.000000000000000000e+00 -2.009059866580619769e+01
-9.409616816103484780e+02 0.000000000000000000e+00 -1.941830929074514245e+01
-9.331996292703246354e+02 0.000000000000000000e+00 -1.977065599139139351e+01
-9.228433367284526412e+02 0.000000000000000000e+00 -2.007607139763302939e+01
-9.276355952406536289e+02 0.000000000000000000e+00 -1.938302628491835833e+01
-9.306775501799560288e+02 0.000000000000000000e+00 -1.942761292467420731e+01
-9.218743162872549419e+02 0.000000000000000000e+00 -1.959962100187701139e+01
-9.001081392022406362e+02 0.000000000000000000e+00 -1.874128372777407492e+01
-9.153815838176515172e+02 0.000000000000000000e+00 -1.853610378880459564e+01
-9.483739150367430284e+02 0.000000000000000000e+00 -1.919968347736022451e+01
-9.659248251659751077e+02 0.000000000000000000e+00 -1.904001312838717297e+01
-9.772662742319205336e+02 0.000000000000000000e+00 -1.837786507791332724e+01
-9.591867238893130434e+02 0.000000000000000000e+00 -1.812554089004996172e+01
-9.661340154189642817e+02 0.000000000000000000e+00 -1.779196834900989188e+01
-9.685230475776565982e+02 0.000000000000000000e+00 -1.809121119964592594e+01
-9.406710718037573997e+02 0.000000000000000000e+00 -1.770375423183649843e+01
-9.289217167995761884e+02 0.000000000000000000e+00 -1.799422306906134850e+01
-9.064787736130811027e+02 0.000000000000000000e+00 -1.774922915538374468e+01
-9.176269270013127652e+02 0.000000000000000000e+00 -1.823107270183162143e+01
-9.229982509701555955e+02 0.000000000000000000e+00 -1.820376761257962528e+01
-9.054555430932397257e+02 0.000000000000000000e+00 -1.759166768984944440e+01
-9.096726529958827996e+02 0.000000000000000000e+00 -1.719669128698197369e+01
-8.938234221326949864e+02 0.000000000000000000e+00 -1.804583782746131249e+01
-9.086602953943508965e+02 0.000000000000000000e+00 -1.735543742135624257e+01
-9.007556326220264964e+02 0.000000000000000000e+00 -1.715729540005551712e+01
-9.185845761341961406e+02 0.000000000000000000e+00 -1.680597446880290136e+01
-8.818943983240526450e+02 0.000000000000000000e+00 -1.761554772805770597e+01
-8.907778283386753628e+02 0.000000000000000000e+00 -1.710547095016075048e+01
-8.917814793404513694e+02 0.000000000000000000e+00 -1.865870224943807898e+01
-8.749042421137744441e+02 0.000000000000000000e+00 -1.782287761691080163e+01
-8.698586250481851039e+02 0.000000000000000000e+00 -1.806291025893725077e+01
-8.718902742700043973e+02 0.000000000000000000e+00 -1.840945287866726687e+01
-8.557330608565621333e+02 0.000000000000000000e+00 -1.866545058708960880e+01
-8.630495316852232008e+02 0.000000000000000000e+00 -1.779651488920724489e+01
-8.539172620968882939e+02 0.000000000000000000e+00 -1.852741563429363225e+01
-8.320169653149637270e+02 0.000000000000000000e+00 -1.837847461268700044e+01
-8.523839739413992902e+02 0.000000000000000000e+00 -1.827529711009422897e+01
-8.521545401266768067e+02 0.000000000000000000e+00 -1.697704268022570773e+01
-8.356323575340531988e+02 0.000000000000000000e+00 -1.703890347244683312e+01
-8.478123067234071186e+02 0.000000000000000000e+00 -1.692352942363253021e+01
-8.343058995248036354e+02 0.000000000000000000e+00 -1.698943325468225396e+01
-8.536138457067208947e+02 0.000000000000000000e+00 -1.635417629089397451e+01
-8.705049565687656923e+02 0.000000000000000000e+00 -1.564830197430593728e+01
-8.703211654271299267e+02 0.000000000000000000e+00 -1.557663500904214970e+01
-8.541186650561550096e+02 0.000000000000000000e+00 -1.655733287826835465e+01
-8.371289314115365414e+02 0.000000000000000000e+00 -1.619387554893144454e+01
-8.240083966785316534e+02 0.000000000000000000e+00 -1.625576267890559734e+01
-8.302237620574795756e+02 0.000000000000000000e+00 -1.670367641070643572e+01
-8.625426254029175652e+02 0.000000000000000000e+00 -1.744633658519498454e+01
-8.615140646643554874e+02 0.000000000000000000e+00 -1.748862942930489339e+01
-8.560250554545939394e+02 0.000000000000000000e+00 -1.717858653710825934e+01
-8.595590698522802313e+02 0.000000000000000000e+00 -1.550447631561937101e+01
-8.696326592036739385e+02 0.000000000000000000e+00 -1.640820869375734503e+01
-8.545466527658908262e+02 0.000000000000000000e+00 -1.761839126652047582e+01
-8.423612051307625279e+02 0.000000000000000000e+00 -1.827593927392112505e+01
-8.345256899775417878e+02 0.000000000000000000e+00 -1.694297757436919483e+01
-8.456773694184685155e+02 0.000000000000000000e+00 -1.834837794299649261e+01
-8.630105618112519323e+02 0.000000000000000000e+00 -1.849874851600706904e+01
-8.719050621711085114e+02 0.000000000000000000e+00 -1.883544163600510046e+01
-8.606109094755145179e+02 0.000000000000000000e+00 -1.897960664306587830e+01
-8.794894504075282384e+02 0.000000000000000000e+00 -1.814899000618775915e+01
-8.853815237895057635e+02 0.000000000000000000e+00 -1.890391935643141608e+01
-8.803266179163549623e+02 0.000000000000000000e+00 -2.019687968418662649e+01
-8.925724090541729083e+02 0.000000000000000000e+00 -1.919662228438419049e+01
-8.675390832181943779e+02 0.000000000000000000e+00 -1.901274213321981676e+01
-8.634290129500573130e+02 0.000000000000000000e+00 -1.940013936735402922e+01
-8.463478605924779004e+02 0.000000000000000000e+00 -1.886942185971732044e+01
-8.373610357395614301e+02 0.000000000000000000e+00 -1.772418170068630161e+01
-8.295521173896013352e+02 0.000000000000000000e+00 -1.749209890985659399e+01
-8.344211231605495414e+02 0.000000000000000000e+00 -1.851667719055379280e+01
-8.537945159650564619e+02 0.000000000000000000e+00 -1.720193380823786811e+01
-8.500059561413165738e+02 0.000000000000000000e+00 -1.742137296583514683e+01
-8.435969347096313413e+02 0.000000000000000000e+00 -1.825054493786350918e+01
-8.410618697137456365e+02 0.000000000000000000e+00 -1.896885307263886489e+01
-8.718554880270112335e+02 0.000000000000000000e+00 -1.792957939766044717e+01
-8.520314667974953409e+02 0.000000000000000000e+00 -1.875695077181973147e+01
-8.503230757202884433e+02 0.000000000000000000e+00 -1.894948593394749992e+01
-8.462087849631672043e+02 0.000000000000000000e+00 -1.866398437644356534e+01
-8.201346332439519529e+02 0.000000000000000000e+00 -1.836596981254572825e+01
-8.133555982723518127e+02 0.000000000000000000e+00 -1.756425248204206468e+01
-8.171422828555109845e+02 0.000000000000000000e+00 -1.756125091293482399e+01
-8.177062642532744121e+02 0.000000000000000000e+00 -1.682158817729033728e+01
-8.358823542671615314e+02 0.000000000000000000e+00 -1.669236544587293736e+01
-8.240274521239653041e+02 0.000000000000000000e+00 -1.719238673170460174e+01
